sales_person,country,product,date,boxes_shipped,amount,currency,mid_rate,total_amount_th
Husein Augar,UK,Drinking Coco,2023-03-14,120,3275.4,GBP,42.0265,137653.5981
Kaine Padly,Australia,Eclairs,2023-02-28,118,7677.78,AUD,21.2763,163354.750614
Karlen McCaffrey,India,Fruit & Nut Bars,2023-01-26,315,189.37,INR,0.3442,65.181154
Roddy Speechley,Canada,Spicy Special Slims,2023-02-09,193,1658.79,CAD,22.5593,37421.141247
Husein Augar,USA,Eclairs,2023-07-07,122,4168.93,USD,31.1547,129881.763471
Dennison Crosswaite,New Zealand,White Choc,2023-07-05,165,10604.89,AUD,21.2763,225632.82110699997
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2023-06-15,325,5773.51,AUD,21.2763,122838.930813
Van Tuxwell,New Zealand,85% Dark Bars,2023-05-24,121,1838.78,AUD,21.2763,39122.434914
Rafaelita Blaksland,UK,99% Dark & Pure,2023-06-29,150,12643.1,GBP,42.0265,531345.24215
Wilone O'Kielt,Australia,Manuka Honey Choco,2023-05-11,95,4439.52,AUD,21.2763,94456.559376
Karlen McCaffrey,UK,Almond Choco,2023-06-30,126,7698.6,GBP,42.0265,323545.2129
Andria Kimpton,Canada,After Nines,2023-05-11,77,2222.3,CAD,22.5593,50133.53239000001
Roddy Speechley,USA,Manuka Honey Choco,2023-07-22,302,10959.02,USD,31.1547,341424.980394
Andria Kimpton,UK,50% Dark Bites,2023-08-24,337,2854.85,GBP,42.0265,119979.353525
Kelci Walkden,New Zealand,After Nines,2023-07-07,74,147.82,AUD,21.2763,3145.062666
Camilla Castle,Australia,85% Dark Bars,2023-05-19,14,3790.51,AUD,21.2763,80648.027913
Karlen McCaffrey,India,Manuka Honey Choco,2023-07-04,583,2487.19,INR,0.3442,856.0907980000001
Kelci Walkden,USA,After Nines,2023-06-02,17,1021.27,USD,31.1547,31817.360469
Karlen McCaffrey,USA,Raspberry Choco,2023-04-15,353,15370.06,USD,31.1547,478849.60828199994
Mallorie Waber,Canada,Choco Coated Almonds,2023-07-11,250,5345.58,CAD,22.5593,120592.542894
Andria Kimpton,India,Spicy Special Slims,2023-02-23,154,6559.44,INR,0.3442,2257.759248
Madelene Upcott,Canada,Almond Choco,2023-08-22,107,8282.93,CAD,22.5593,186857.102749
Kaine Padly,USA,Peanut Butter Cubes,2023-02-16,189,6981.4,USD,31.1547,217503.42257999998
Van Tuxwell,USA,50% Dark Bites,2023-01-13,155,10280.17,USD,31.1547,320275.612299
Curtice Advani,Australia,Milk Bars,2023-02-14,20,7703.62,AUD,21.2763,163904.530206
Roddy Speechley,India,Eclairs,2023-06-10,310,4489.81,INR,0.3442,1545.3926020000001
Curtice Advani,India,Fruit & Nut Bars,2023-07-07,190,5806.11,INR,0.3442,1998.4630619999998
Curtice Advani,Canada,Almond Choco,2023-03-24,76,5148.7,CAD,22.5593,116151.06791
Brien Boise,Australia,Fruit & Nut Bars,2023-06-06,24,8558.59,AUD,21.2763,182095.128417
Dotty Strutley,Australia,Drinking Coco,2023-07-19,145,94.19,AUD,21.2763,2004.0146969999998
Beverie Moffet,USA,Raspberry Choco,2023-04-19,87,16223.83,USD,31.1547,505448.55650099996
Marney O'Breen,India,85% Dark Bars,2023-07-19,175,2439.06,INR,0.3442,839.524452
Jehu Rudeforth,Canada,Drinking Coco,2023-07-15,23,466.65,CAD,22.5593,10527.297344999999
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,18,4044.24,AUD,21.2763,86046.46351199999
Brien Boise,Canada,99% Dark & Pure,2023-05-18,446,17675.28,CAD,22.5593,398741.944104
Barr Faughny,Australia,Fruit & Nut Bars,2023-06-30,58,17280.98,AUD,21.2763,367675.31477399997
Andria Kimpton,Australia,50% Dark Bites,2023-06-02,219,5091.78,AUD,21.2763,108334.238814
Andria Kimpton,Australia,Drinking Coco,2023-06-28,49,1657.2,AUD,21.2763,35259.08436
Marney O'Breen,Australia,Organic Choco Syrup,2023-05-16,189,305.79,AUD,21.2763,6506.079777
Kelci Walkden,Canada,Baker's Choco Chips,2023-05-26,325,3377.41,CAD,22.5593,76192.00541299999
Karlen McCaffrey,India,Almond Choco,2023-07-06,157,6188.62,INR,0.3442,2130.123004
Oby Sorrel,India,99% Dark & Pure,2023-05-27,11,10914.36,INR,0.3442,3756.7227120000002
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,12,2342.07,AUD,21.2763,49830.583941000004
Van Tuxwell,Australia,Organic Choco Syrup,2023-08-10,15,21762.8,AUD,21.2763,463031.86163999996
Camilla Castle,India,50% Dark Bites,2023-07-04,398,10539.54,INR,0.3442,3627.7096680000004
Oby Sorrel,India,Organic Choco Syrup,2023-07-08,60,6665.87,INR,0.3442,2294.392454
Jan Morforth,USA,Peanut Butter Cubes,2023-07-22,98,9605.11,USD,31.1547,299244.320517
Gigi Bohling,USA,Choco Coated Almonds,2023-03-02,103,13018.0,USD,31.1547,405571.8846
Gigi Bohling,UK,Almond Choco,2023-01-10,10,6046.4,GBP,42.0265,254109.02959999998
Jehu Rudeforth,New Zealand,White Choc,2023-03-11,231,3078.33,AUD,21.2763,65495.472578999994
Andria Kimpton,New Zealand,Peanut Butter Cubes,2023-06-20,291,970.96,AUD,21.2763,20658.436247999998
Van Tuxwell,UK,Organic Choco Syrup,2023-08-26,208,2064.71,GBP,42.0265,86772.53481499999
Roddy Speechley,Canada,Milk Bars,2023-07-13,34,679.94,CAD,22.5593,15338.970442000002
Camilla Castle,USA,Spicy Special Slims,2023-02-11,251,1311.25,USD,31.1547,40851.600374999995
Marney O'Breen,USA,Orange Choco,2023-01-27,184,8692.64,USD,31.1547,270816.591408
Van Tuxwell,UK,99% Dark & Pure,2023-01-31,145,4993.21,GBP,42.0265,209847.14006499999
Camilla Castle,USA,White Choc,2023-08-18,24,10898.19,USD,31.1547,339529.839993
Andria Kimpton,USA,Raspberry Choco,2023-06-30,21,15565.91,USD,31.1547,484951.25627699995
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,328,280.59,AUD,21.2763,5969.917016999999
Brien Boise,New Zealand,Mint Chip Choco,2023-08-01,197,66.35,AUD,21.2763,1411.6825049999998
Roddy Speechley,New Zealand,After Nines,2023-05-25,10,8766.45,AUD,21.2763,186517.620135
Roddy Speechley,Canada,Organic Choco Syrup,2023-01-10,85,4265.48,CAD,22.5593,96226.24296399999
Dennison Crosswaite,Australia,70% Dark Bites,2023-02-07,113,6087.53,AUD,21.2763,129520.11453899999
Karlen McCaffrey,USA,Orange Choco,2023-05-12,425,11694.48,USD,31.1547,364338.01605599996
Madelene Upcott,Australia,Spicy Special Slims,2023-03-07,392,7616.38,AUD,21.2763,162048.385794
Dennison Crosswaite,Australia,85% Dark Bars,2023-04-05,419,7807.02,AUD,21.2763,166104.499626
Andria Kimpton,Canada,Caramel Stuffed Bars,2023-01-03,343,7990.91,CAD,22.5593,180269.335963
Dennison Crosswaite,UK,Eclairs,2023-03-24,276,6757.17,GBP,42.0265,283980.205005
Madelene Upcott,India,Raspberry Choco,2023-07-07,10,4409.21,INR,0.3442,1517.650082
Van Tuxwell,USA,After Nines,2023-07-26,255,722.25,USD,31.1547,22501.482075
Wilone O'Kielt,Australia,Organic Choco Syrup,2023-07-07,115,1896.24,AUD,21.2763,40344.971112
Karlen McCaffrey,Canada,50% Dark Bites,2023-07-15,65,2966.83,CAD,22.5593,66929.608019
Roddy Speechley,New Zealand,Orange Choco,2023-04-01,100,51.29,AUD,21.2763,1091.261427
Beverie Moffet,Australia,Eclairs,2023-06-20,6,1835.42,AUD,21.2763,39050.946546
Kelci Walkden,UK,Fruit & Nut Bars,2023-06-29,509,14592.11,GBP,42.0265,613255.310915
Marney O'Breen,USA,50% Dark Bites,2023-06-15,106,1114.13,USD,31.1547,34710.385911000005
Husein Augar,USA,After Nines,2023-04-08,193,13051.75,USD,31.1547,406623.355725
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,31,5997.71,AUD,21.2763,127609.077273
Andria Kimpton,USA,Fruit & Nut Bars,2023-07-15,352,1588.28,USD,31.1547,49482.386915999996
Kelci Walkden,India,Eclairs,2023-04-19,80,5344.21,INR,0.3442,1839.477082
Marney O'Breen,USA,99% Dark & Pure,2023-03-28,317,4646.91,USD,31.1547,144773.086977
Brien Boise,Canada,Spicy Special Slims,2023-03-04,100,8929.88,CAD,22.5593,201451.841884
Karlen McCaffrey,New Zealand,70% Dark Bites,2023-08-02,38,141.23,AUD,21.2763,3004.8518489999997
Husein Augar,UK,Spicy Special Slims,2023-08-25,45,5068.99,GBP,42.0265,213031.90823499998
Marney O'Breen,USA,Almond Choco,2023-02-25,163,8012.72,USD,31.1547,249633.887784
Kelci Walkden,India,Orange Choco,2023-06-07,134,10587.71,INR,0.3442,3644.289782
Jan Morforth,India,Spicy Special Slims,2023-04-12,495,2155.62,INR,0.3442,741.964404
Ches Bonnell,India,Spicy Special Slims,2023-07-06,103,11010.43,INR,0.3442,3789.790006
Kelci Walkden,UK,Smooth Sliky Salty,2023-01-19,192,6787.72,GBP,42.0265,285264.11458
Madelene Upcott,Australia,Fruit & Nut Bars,2023-01-05,90,5715.07,AUD,21.2763,121595.54384099999
Madelene Upcott,Canada,70% Dark Bites,2023-01-24,142,12100.65,CAD,22.5593,272982.193545
Wilone O'Kielt,Australia,Drinking Coco,2023-04-06,285,623.75,AUD,21.2763,13271.092125
Gunar Cockshoot,Australia,Fruit & Nut Bars,2023-06-15,22,6528.42,AUD,21.2763,138900.622446
Gigi Bohling,Canada,Baker's Choco Chips,2023-01-28,47,1540.55,CAD,22.5593,34753.729615
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,123,487.06,INR,0.3442,167.646052
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,431,11630.38,AUD,21.2763,247451.45399399998
Kelci Walkden,USA,Manuka Honey Choco,2023-02-16,96,17297.66,USD,31.1547,538903.408002
Jehu Rudeforth,Canada,Spicy Special Slims,2023-01-13,28,2043.55,CAD,22.5593,46101.057515
Kelci Walkden,Australia,Eclairs,2023-03-23,570,8168.86,AUD,21.2763,173803.11601799997
Curtice Advani,Canada,Spicy Special Slims,2023-06-16,122,933.45,CAD,22.5593,21057.978585
Oby Sorrel,India,Raspberry Choco,2023-04-14,44,6826.32,INR,0.3442,2349.6193439999997
Kelci Walkden,UK,Eclairs,2023-01-25,61,5029.35,GBP,42.0265,211365.977775
Jan Morforth,India,Almond Choco,2023-03-11,21,5143.49,INR,0.3442,1770.389258
Dotty Strutley,UK,Almond Choco,2023-07-28,102,16707.88,GBP,42.0265,702173.7188200001
Marney O'Breen,New Zealand,After Nines,2023-03-09,46,1558.87,AUD,21.2763,33166.985780999996
Husein Augar,Australia,Orange Choco,2023-06-28,196,9332.76,AUD,21.2763,198566.601588
Marney O'Breen,Australia,Milk Bars,2023-07-28,375,2673.47,AUD,21.2763,56881.549760999995
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,54,4950.21,CAD,22.5593,111673.272453
Kaine Padly,Australia,Manuka Honey Choco,2023-01-12,271,2919.11,AUD,21.2763,62107.860093
Beverie Moffet,New Zealand,White Choc,2023-03-24,7,8003.23,AUD,21.2763,170279.122449
Van Tuxwell,UK,Milk Bars,2023-07-25,91,4902.78,GBP,42.0265,206046.68366999997
Oby Sorrel,Canada,99% Dark & Pure,2023-08-01,430,4033.53,CAD,22.5593,90993.613329
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,182,22751.18,INR,0.3442,7830.956156
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,137,5118.11,INR,0.3442,1761.653462
Jan Morforth,India,Eclairs,2023-01-05,26,2835.9,INR,0.3442,976.1167800000001
Ches Bonnell,UK,Smooth Sliky Salty,2023-07-11,121,5828.22,GBP,42.0265,244939.68783
Wilone O'Kielt,USA,After Nines,2023-04-25,32,396.19,USD,31.1547,12343.180593
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,118,11226.5,AUD,21.2763,238858.38194999998
Barr Faughny,USA,Raspberry Choco,2023-04-12,107,10102.86,USD,31.1547,314751.572442
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-08-02,119,2084.86,AUD,21.2763,44358.106818
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,268,8495.79,AUD,21.2763,180758.976777
Ches Bonnell,Australia,Eclairs,2023-07-05,130,4248.34,AUD,21.2763,90388.956342
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-06-07,46,2236.11,AUD,21.2763,47576.147193000004
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,26,1124.27,AUD,21.2763,23920.305801
Brien Boise,Australia,Baker's Choco Chips,2023-01-04,227,12870.47,AUD,21.2763,273835.98086099996
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,19,3017.66,AUD,21.2763,64204.639458
Kelci Walkden,India,Almond Choco,2023-03-14,149,3574.12,INR,0.3442,1230.212104
Camilla Castle,Australia,70% Dark Bites,2023-04-29,509,6249.31,AUD,21.2763,132962.194353
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,107,10759.61,INR,0.3442,3703.4577620000005
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,175,2508.03,GBP,42.0265,105403.72279500001
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,83,4997.82,INR,0.3442,1720.249644
Karlen McCaffrey,UK,Eclairs,2023-01-25,200,7901.09,GBP,42.0265,332055.158885
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,479,3133.42,INR,0.3442,1078.523164
Gigi Bohling,UK,After Nines,2023-03-29,171,8320.29,GBP,42.0265,349672.66768500005
Curtice Advani,Australia,Orange Choco,2023-07-12,132,909.93,AUD,21.2763,19359.943658999997
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-07-11,142,5631.26,CAD,22.5593,127037.283718
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,186,3283.44,CAD,22.5593,74072.107992
Andria Kimpton,USA,85% Dark Bars,2023-04-05,87,9458.03,USD,31.1547,294662.08724100003
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,12,7726.25,CAD,22.5593,174298.791625
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,15,14369.4,AUD,21.2763,305727.66521999997
Mallorie Waber,Australia,Milk Bars,2023-07-29,106,2829.57,AUD,21.2763,60202.780191
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,45,9370.61,USD,31.1547,291938.543367
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,112,3651.49,GBP,42.0265,153459.34448499998
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,12,10229.99,AUD,21.2763,217656.33623699998
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,22,11596.89,INR,0.3442,3991.6495379999997
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,111,5857.9,AUD,21.2763,124634.43776999999
Ches Bonnell,Australia,White Choc,2023-03-02,206,1177.64,AUD,21.2763,25055.821932000003
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,6,12930.11,USD,31.1547,402833.698017
Kelci Walkden,India,After Nines,2023-01-07,531,1732.04,INR,0.3442,596.168168
Brien Boise,UK,White Choc,2023-04-12,173,5837.17,GBP,42.0265,245315.825005
Van Tuxwell,Canada,Almond Choco,2023-06-27,70,3424.66,CAD,22.5593,77257.932338
Jehu Rudeforth,Australia,50% Dark Bites,2023-01-14,422,5700.28,AUD,21.2763,121280.86736399999
Karlen McCaffrey,UK,Baker's Choco Chips,2023-02-07,373,5094.48,GBP,42.0265,214103.16371999998
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,26,14529.2,AUD,21.2763,309127.61796
Marney O'Breen,India,Peanut Butter Cubes,2023-01-10,145,6761.28,INR,0.3442,2327.232576
Oby Sorrel,UK,Choco Coated Almonds,2023-03-17,44,10370.44,GBP,42.0265,435833.29666
Gigi Bohling,USA,Spicy Special Slims,2023-01-21,57,12450.24,USD,31.1547,387883.49212799995
Barr Faughny,Australia,White Choc,2023-07-04,386,8927.63,AUD,21.2763,189946.934169
Kaine Padly,Canada,Peanut Butter Cubes,2023-07-04,191,3438.7,CAD,22.5593,77574.66490999999
Dotty Strutley,USA,Manuka Honey Choco,2023-08-10,207,299.71,USD,31.1547,9337.375136999999
Dennison Crosswaite,Australia,50% Dark Bites,2023-04-01,12,7374.26,AUD,21.2763,156896.968038
Gigi Bohling,India,Raspberry Choco,2023-02-22,174,2775.87,INR,0.3442,955.4544539999999
Camilla Castle,UK,White Choc,2023-01-03,194,9957.66,GBP,42.0265,418485.59799
Karlen McCaffrey,India,Drinking Coco,2023-05-31,251,5064.88,INR,0.3442,1743.331696
Dotty Strutley,UK,99% Dark & Pure,2023-01-03,273,9865.05,GBP,42.0265,414593.523825
Husein Augar,New Zealand,Caramel Stuffed Bars,2023-01-27,489,571.52,AUD,21.2763,12159.830976
Barr Faughny,UK,50% Dark Bites,2023-01-28,67,656.44,GBP,42.0265,27587.87566
Curtice Advani,Australia,Organic Choco Syrup,2023-06-28,301,4008.93,AUD,21.2763,85295.197359
Husein Augar,UK,Choco Coated Almonds,2023-03-02,43,4679.06,GBP,42.0265,196644.51509
Wilone O'Kielt,Australia,After Nines,2023-05-27,28,3446.84,AUD,21.2763,73336.001892
Dennison Crosswaite,USA,Almond Choco,2023-06-30,82,11884.52,USD,31.1547,370258.65524399997
Barr Faughny,Canada,Peanut Butter Cubes,2023-06-07,85,2167.19,CAD,22.5593,48890.289367000005
Kaine Padly,USA,70% Dark Bites,2023-05-12,107,4199.84,USD,31.1547,130844.755248
Barr Faughny,New Zealand,Raspberry Choco,2023-07-29,68,7358.7,AUD,21.2763,156565.90881
Dennison Crosswaite,UK,White Choc,2023-08-03,274,7870.09,GBP,42.0265,330752.337385
Barr Faughny,India,Baker's Choco Chips,2023-08-18,148,7454.25,INR,0.3442,2565.75285
Van Tuxwell,New Zealand,Smooth Sliky Salty,2023-06-14,41,3112.3,AUD,21.2763,66218.22849
Beverie Moffet,UK,White Choc,2023-06-30,80,6901.22,GBP,42.0265,290034.12233
Camilla Castle,New Zealand,Mint Chip Choco,2023-06-13,199,1178.0,AUD,21.2763,25063.4814
Ches Bonnell,UK,Orange Choco,2023-04-27,53,14953.83,GBP,42.0265,628457.136495
Jan Morforth,Australia,White Choc,2023-07-27,33,3958.57,AUD,21.2763,84223.722891
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,430,1639.01,CAD,22.5593,36974.918293
Rafaelita Blaksland,India,Spicy Special Slims,2023-01-04,144,8586.04,INR,0.3442,2955.314968
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,98,10000.22,AUD,21.2763,212767.68078599998
Karlen McCaffrey,Australia,White Choc,2023-01-05,52,8448.39,AUD,21.2763,179750.48015699998
Beverie Moffet,India,Drinking Coco,2023-07-15,51,6984.74,INR,0.3442,2404.147508
Brien Boise,Australia,Choco Coated Almonds,2023-05-25,61,5641.54,AUD,21.2763,120031.09750199999
Karlen McCaffrey,Canada,Eclairs,2023-04-20,372,3850.87,CAD,22.5593,86872.931591
Gigi Bohling,USA,99% Dark & Pure,2023-06-02,240,885.68,USD,31.1547,27593.094695999996
Marney O'Breen,UK,Smooth Sliky Salty,2023-05-13,91,21251.67,GBP,42.0265,893133.3092549999
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-08-03,142,1452.61,AUD,21.2763,30906.166142999995
Beverie Moffet,Australia,Milk Bars,2023-05-25,400,793.17,AUD,21.2763,16875.722870999998
Van Tuxwell,UK,Raspberry Choco,2023-03-16,83,7152.22,GBP,42.0265,300582.77383
Jan Morforth,Australia,Orange Choco,2023-07-04,126,3364.44,AUD,21.2763,71582.834772
Jehu Rudeforth,India,50% Dark Bites,2023-07-05,129,3470.6,INR,0.3442,1194.58052
Madelene Upcott,USA,After Nines,2023-03-15,440,4676.32,USD,31.1547,145689.346704
Barr Faughny,UK,Raspberry Choco,2023-08-22,70,6323.45,GBP,42.0265,265752.471425
Ches Bonnell,Australia,70% Dark Bites,2023-01-12,119,3252.7,AUD,21.2763,69205.42100999999
Marney O'Breen,UK,Baker's Choco Chips,2023-06-10,161,254.16,GBP,42.0265,10681.45524
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,299,6127.37,AUD,21.2763,130367.76233099999
Rafaelita Blaksland,India,Almond Choco,2023-07-27,100,3791.66,INR,0.3442,1305.089372
Husein Augar,UK,Caramel Stuffed Bars,2023-04-15,456,17059.69,GBP,42.0265,716959.0617849999
Roddy Speechley,India,Orange Choco,2023-06-27,18,4154.44,INR,0.3442,1429.958248
Jehu Rudeforth,UK,70% Dark Bites,2023-04-14,280,6168.51,GBP,42.0265,259240.885515
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,95,7984.45,AUD,21.2763,169879.55353499998
Madelene Upcott,USA,Eclairs,2023-03-18,213,9108.33,USD,31.1547,283767.288651
Brien Boise,India,Eclairs,2023-04-29,58,1511.51,INR,0.3442,520.261742
Mallorie Waber,New Zealand,White Choc,2023-02-25,265,3364.28,AUD,21.2763,71579.430564
Husein Augar,USA,Milk Bars,2023-03-02,54,934.49,USD,31.1547,29113.755602999998
Van Tuxwell,Australia,Milk Bars,2023-06-20,91,8895.7,AUD,21.2763,189267.58191
Beverie Moffet,Canada,White Choc,2023-07-15,185,9957.2,CAD,22.5593,224627.46196000002
Dotty Strutley,Australia,50% Dark Bites,2023-05-12,256,3359.18,AUD,21.2763,71470.92143399999
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-07-01,276,5098.29,AUD,21.2763,108472.747527
Husein Augar,USA,85% Dark Bars,2023-08-08,52,398.28,USD,31.1547,12408.293915999999
Madelene Upcott,Australia,50% Dark Bites,2023-07-25,6,7473.14,AUD,21.2763,159000.768582
Wilone O'Kielt,UK,Drinking Coco,2023-05-18,59,3638.66,GBP,42.0265,152920.14448999998
Camilla Castle,India,Peanut Butter Cubes,2023-07-15,284,12507.08,INR,0.3442,4304.936936
Curtice Advani,India,70% Dark Bites,2023-07-05,48,2393.79,INR,0.3442,823.942518
Mallorie Waber,USA,Manuka Honey Choco,2023-07-04,94,6136.99,USD,31.1547,191196.08235299998
Dotty Strutley,UK,70% Dark Bites,2023-06-20,232,1264.43,GBP,42.0265,53139.567395
Gunar Cockshoot,Australia,Almond Choco,2023-01-25,425,4101.26,AUD,21.2763,87259.638138
Kaine Padly,New Zealand,Spicy Special Slims,2023-07-01,40,8106.88,AUD,21.2763,172484.410944
Gigi Bohling,USA,50% Dark Bites,2023-04-13,58,2456.1,USD,31.1547,76519.05867
Beverie Moffet,UK,Smooth Sliky Salty,2023-05-04,75,4726.6,GBP,42.0265,198642.4549
Beverie Moffet,Australia,Baker's Choco Chips,2023-08-04,108,3482.73,AUD,21.2763,74099.608299
Beverie Moffet,India,70% Dark Bites,2023-06-01,159,467.19,INR,0.3442,160.80679800000001
Jehu Rudeforth,UK,Choco Coated Almonds,2023-04-22,185,4875.38,GBP,42.0265,204895.15757
Kaine Padly,USA,50% Dark Bites,2023-08-03,27,70.6,USD,31.1547,2199.5218199999995
Ches Bonnell,USA,Orange Choco,2023-06-10,73,1835.22,USD,31.1547,57175.728533999994
Gunar Cockshoot,UK,Manuka Honey Choco,2023-06-27,49,7304.74,GBP,42.0265,306992.65560999996
Marney O'Breen,Australia,Smooth Sliky Salty,2023-01-03,163,3967.85,AUD,21.2763,84421.166955
Marney O'Breen,India,After Nines,2023-07-11,190,2800.67,INR,0.3442,963.990614
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,120,4474.52,AUD,21.2763,95201.22987600001
Rafaelita Blaksland,USA,Fruit & Nut Bars,2023-01-18,63,2737.03,USD,31.1547,85271.348541
Ches Bonnell,India,Organic Choco Syrup,2023-03-08,102,16717.26,INR,0.3442,5754.080892
Mallorie Waber,Australia,Orange Choco,2023-03-07,282,16112.73,AUD,21.2763,342819.27729899995
Husein Augar,India,70% Dark Bites,2023-05-09,163,6898.0,INR,0.3442,2374.2916
Barr Faughny,New Zealand,85% Dark Bars,2023-05-23,170,2151.04,AUD,21.2763,45766.172351999994
Madelene Upcott,UK,Caramel Stuffed Bars,2023-04-15,152,172.51,GBP,42.0265,7249.991515
Gigi Bohling,Australia,Drinking Coco,2023-07-27,153,2949.02,AUD,21.2763,62744.234226
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,435,2790.72,CAD,22.5593,62956.689695999994
Ches Bonnell,USA,70% Dark Bites,2023-05-11,127,5054.42,USD,31.1547,157468.93877399998
Madelene Upcott,India,Organic Choco Syrup,2023-01-26,37,5418.75,INR,0.3442,1865.13375
Barr Faughny,USA,50% Dark Bites,2023-04-14,128,14604.67,USD,31.1547,455004.11244899995
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-04-05,419,6668.93,AUD,21.2763,141890.155359
Marney O'Breen,New Zealand,Smooth Sliky Salty,2023-06-14,58,9689.7,AUD,21.2763,206160.96411
Brien Boise,Canada,Almond Choco,2023-04-13,123,5026.81,CAD,22.5593,113401.31483300001
Beverie Moffet,Australia,White Choc,2023-06-27,178,2379.01,AUD,21.2763,50616.530463
Dotty Strutley,Australia,Eclairs,2023-01-26,3,7770.55,AUD,21.2763,165328.552965
Barr Faughny,UK,White Choc,2023-07-05,77,1837.47,GBP,42.0265,77222.432955
Beverie Moffet,Canada,Baker's Choco Chips,2023-01-11,90,14625.75,CAD,22.5593,329946.681975
Kelci Walkden,USA,White Choc,2023-03-07,22,10305.4,USD,31.1547,321061.64537999994
Kaine Padly,Canada,50% Dark Bites,2023-03-04,99,8798.99,CAD,22.5593,198499.055107
Karlen McCaffrey,Canada,Organic Choco Syrup,2023-07-15,309,2466.59,CAD,22.5593,55644.543787
Kaine Padly,UK,Peanut Butter Cubes,2023-05-11,92,6564.2,GBP,42.0265,275870.3513
